image,selected_pair,embedding_cost,attack_name,nc_adaptive,nc_standard,psnr_adaptive,psnr_standard,ssim_adaptive,ssim_standard,alpha_adaptive,nc_adaptive_strength,ber_adaptive_strength,psnr_adaptive_strength,ssim_adaptive_strength
t002.png,"(7,4)/(7,7)",0.18007425128517754,jpeg_compression_q50,0.59765625,0.998046875,31.89445913468717,31.55754967683077,0.9148587490608207,0.8950984110721804,0.13243315594181895,0.59765625,0.201171875,31.89403523171919,0.9148520860293025
t002.png,"(7,4)/(7,7)",0.18007425128517754,gaussian_blur_5x5,0.98828125,0.94921875,30.86713388848711,30.70373800201289,0.9273315323390254,0.9193268255265946,0.13243315594181895,0.990234375,0.0048828125,30.86702998773553,0.9273274570160245
t003.png,"(4,7)/(5,7)",0.08002656275991026,real_esrgan,0.775390625,0.734375,31.548571036864693,31.201172594838393,0.9066122758640364,0.8998794659511433,0.1482694482738143,0.779296875,0.1103515625,31.547146837651248,0.9065060775952799
t003.png,"(4,7)/(5,7)",0.08002656275991026,jpeg_compression_q50,0.962890625,0.998046875,31.33518627057896,30.983518282473952,0.8747344060207406,0.8654076681701105,0.1482694482738143,0.96484375,0.017578125,31.33236450126517,0.8746775609370291
t003.png,"(4,7)/(5,7)",0.08002656275991026,gaussian_blur_5x5,0.9765625,0.904296875,29.765893045541617,29.5483799262054,0.851708551543625,0.8430805547127683,0.1482694482738143,0.98046875,0.009765625,29.765701532012343,0.8517077110858152
t004.png,"(7,4)/(7,7)",0.20959042178713083,real_esrgan,0.740234375,0.5625,23.484004174539276,23.263403593342137,0.871687071771611,0.8634727873011251,0.2207735021706,0.748046875,0.1259765625,23.48606940709405,0.8716990712651088
t004.png,"(7,4)/(7,7)",0.20959042178713083,jpeg_compression_q50,0.74609375,1.0,31.983690059762022,31.59880965915956,0.9219717267560985,0.908528809765933,0.2207735021706,0.74609375,0.126953125,31.98006819615574,0.9219193329287915
t004.png,"(7,4)/(7,7)",0.20959042178713083,gaussian_blur_5x5,0.984375,0.943359375,25.543177896369208,25.484837729159196,0.8194287805875295,0.8129389394386947,0.2207735021706,0.984375,0.0078125,25.54302737188449,0.8194265611290708
t005.png,"(7,4)/(7,7)",0.22160819824542993,real_esrgan,0.875,0.81640625,29.001656539397885,28.856097469460178,0.8614726283209603,0.857797262705541,0.1748866268607206,0.876953125,0.0615234375,28.997988177396596,0.8612878650428007
t005.png,"(7,4)/(7,7)",0.22160819824542993,jpeg_compression_q50,0.876953125,1.0,29.88351374923175,29.702282474849547,0.8441273532873264,0.8341139480753633,0.1748866268607206,0.8828125,0.05859375,29.8789265073486,0.8440483793281904
t005.png,"(7,4)/(7,7)",0.22160819824542993,gaussian_blur_5x5,0.97265625,0.947265625,28.16537122340096,28.066481231833983,0.8188622834092278,0.8114475364363622,0.1748866268607206,0.978515625,0.0107421875,28.165121184753094,0.8188553084587086
t006.png,"(7,4)/(7,7)",0.17547900947000783,real_esrgan,0.85546875,0.80078125,31.067170295199563,30.71822058662786,0.9266936710048655,0.91972916830422,0.12781924737909023,0.857421875,0.0712890625,31.066658793204272,0.9266757389377531
